%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1573333112898835073,0,1573333112898835073,odom,vehicle,0.0919559071107,-0.00444866670666,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.417037300426,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333112932835073,0,1573333112932835073,odom,vehicle,0.107124993908,-0.0052814920396,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.446822576763,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333112966835073,0,1573333112966835073,odom,vehicle,0.123304961507,-0.00616981755865,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.476599212021,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113001835073,0,1573333113001835073,odom,vehicle,0.141745332203,-0.00718224553603,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.527659915984,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113035835073,0,1573333113035835073,odom,vehicle,0.161681375666,-0.00827679013566,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.587238667039,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113069835073,0,1573333113069835073,odom,vehicle,0.183928729418,-0.00949823214094,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.655316325651,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113103835073,0,1573333113103835073,odom,vehicle,0.207179858605,-0.0109019868285,0.0,-0.0,-0.0,-0.0328706307354,0.999459614809,0.685106936006,0.0,0.0,0.0,0.0,-0.320746977416
1573333113137835073,0,1573333113137835073,odom,vehicle,0.229412540477,-0.0123659651449,0.0,-0.0,-0.0,-0.0328706307354,0.999459614809,0.655320066976,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113172835073,0,1573333113172835073,odom,vehicle,0.252982870913,-0.013918024985,0.0,-0.0,-0.0,-0.0328706307354,0.999459614809,0.674894779405,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113206835073,0,1573333113206835073,odom,vehicle,0.278911960012,-0.0156254044378,0.0,-0.0,-0.0,-0.0328706307354,0.999459614809,0.764273626706,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113240835073,0,1573333113240835073,odom,vehicle,0.305187695557,-0.0173556098763,0.0,-0.0,-0.0,-0.0328706307354,0.999459614809,0.774485783232,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113274835073,0,1573333113274835073,odom,vehicle,0.329450179102,-0.018820423681,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.714907032177,0.0,0.0,0.0,0.0,0.320746977416
1573333113308835073,0,1573333113308835073,odom,vehicle,0.355743291476,-0.0202639891612,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.774493308608,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113342835073,0,1573333113342835073,odom,vehicle,0.384059129768,-0.0218186079572,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.834069135308,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113376835073,0,1573333113376835073,odom,vehicle,0.412374398402,-0.0233731954775,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.834058204186,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113410835073,0,1573333113410835073,odom,vehicle,0.440690044639,-0.0249278037291,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.834069326883,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113444835073,0,1573333113444835073,odom,vehicle,0.471028416794,-0.0265934652965,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.893644735841,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113478835073,0,1573333113478835073,odom,vehicle,0.501366097168,-0.0282590888833,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.893630625182,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113513835073,0,1573333113513835073,odom,vehicle,0.530097934677,-0.0298365472009,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.822143937118,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113547835073,0,1573333113547835073,odom,vehicle,0.560030869699,-0.0314799491347,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.881708393881,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113581835073,0,1573333113581835073,odom,vehicle,0.592390804897,-0.0332566001728,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.953198424042,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113615835073,0,1573333113615835073,odom,vehicle,0.624751709928,-0.0350333044574,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.953220307282,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113649835073,0,1573333113649835073,odom,vehicle,0.657112388035,-0.0368099962834,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.953220307282,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113684835073,0,1573333113684835073,odom,vehicle,0.689948663673,-0.0386127997452,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.939596321396,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113718835073,0,1573333113718835073,odom,vehicle,0.72184644886,-0.0403640774539,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.939578685108,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113752835073,0,1573333113752835073,odom,vehicle,0.754205785328,-0.04214069562,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.953180787754,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113786835073,0,1573333113786835073,odom,vehicle,0.786565235252,-0.0439173200152,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.95318412975,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113820835073,0,1573333113820835073,odom,vehicle,0.818924199191,-0.0456939177285,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,0.953163130618,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113854835073,0,1573333113854835073,odom,vehicle,0.853303599515,-0.0475814430558,0.0,-0.0,-0.0,-0.0274204298723,0.999623989321,1.01268404923,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333113888835073,0,1573333113888835073,odom,vehicle,0.888681717084,-0.0497173478532,0.0,-0.0,-0.0,-0.0328706307354,0.999459614809,1.04242781381,0.0,0.0,0.0,0.0,-0.320744728249
1573333113922835073,0,1573333113922835073,odom,vehicle,0.923027781303,-0.0519789672223,0.0,-0.0,-0.0,-0.0328705925203,0.999459616066,1.0123684213,0.0,0.0,0.0,0.0,2.24916713359e-06
1573333113956835073,0,1573333113956835073,odom,vehicle,0.9563466947,-0.0541729482131,0.0,-0.0,-0.0,-0.0328705543053,0.999459617323,0.982092602247,0.0,0.0,0.0,0.0,2.24916713359e-06
1573333113990835073,0,1573333113990835073,odom,vehicle,0.988635322103,-0.0562990845391,0.0,-0.0,-0.0,-0.0328705160899,0.99945961858,0.951717698885,0.0,0.0,0.0,0.0,2.24916713359e-06
1573333114025835073,0,1573333114025835073,odom,vehicle,1.02337232299,-0.0585864382603,0.0,-0.0,-0.0,-0.0328704767509,0.999459619874,0.994639421874,0.0,0.0,0.0,0.0,2.24916713359e-06
1573333114059835073,0,1573333114059835073,odom,vehicle,1.05901828519,-0.0607385027816,0.0,-0.0,-0.0,-0.0274202758625,0.999623993545,1.05032728897,0.0,0.0,0.0,0.0,0.320746977416
1573333114093835073,0,1573333114093835073,odom,vehicle,1.09300048799,-0.06260421035,0.0,-0.0,-0.0,-0.0274202758625,0.999623993545,1.00097711155,0.0,0.0,0.0,0.0,5.55111512313e-17
1573333114122007097,0,1573333114122007097,odom,vehicle,1.12306779528,-0.0644194730416,0.0,-0.0,-0.0,-0.0328704767509,0.999459619874,1.06922427078,0.0,0.0,0.0,0.0,-0.387099435194
1573333114156007097,0,1573333114156007097,odom,vehicle,1.15916732639,-0.0670352410944,0.0,-0.0,-0.0,-0.0394468363776,0.999221670652,1.06454478506,0.0,0.0,0.0,0.0,-0.387099435194
1573333114191007097,0,1573333114191007097,odom,vehicle,1.19300076582,-0.0699414910637,0.0,-0.0,-0.0,-0.0462148636161,0.998931522368,0.970234516646,0.0,0.0,0.0,0.0,-0.387099435194
1573333114225007097,0,1573333114225007097,odom,vehicle,1.2255733501,-0.0735373058913,0.0,-0.0,-0.0,-0.0636742712786,0.99797073463,0.963888485954,0.0,0.0,0.0,0.0,-1.02859339002
1573333114259007097,0,1573333114259007097,odom,vehicle,1.25619227975,-0.0778355793708,0.0,-0.0,-0.0,-0.0756784354896,0.997132275278,0.909404559598,0.0,0.0,0.0,0.0,-0.707848661776
1573333114293007097,0,1573333114293007097,odom,vehicle,1.28753973902,-0.0829718682585,0.0,-0.0,-0.0,-0.0865478559147,0.99624769442,0.934299056062,0.0,0.0,0.0,0.0,-0.641496203999
1573333114327007097,0,1573333114327007097,odom,vehicle,1.31974904104,-0.0889734442677,0.0,-0.0,-0.0,-0.0974069834817,0.995244633027,0.963658715002,0.0,0.0,0.0,0.0,-0.641496203999
1573333114361007097,0,1573333114361007097,odom,vehicle,1.34978884227,-0.0954227424186,0.0,-0.0,-0.0,-0.113673608051,0.993518148215,0.903692213795,0.0,0.0,0.0,0.0,-0.962240932247
1573333114395007097,0,1573333114395007097,odom,vehicle,1.37960855459,-0.102852933649,0.0,-0.0,-0.0,-0.129909701665,0.991525828919,0.903909079818,0.0,0.0,0.0,0.0,-0.962240932247
1573333114429007097,0,1573333114429007097,odom,vehicle,1.41101575458,-0.112150700289,0.0,-0.0,-0.0,-0.156890431476,0.98761601471,0.963490800685,0.0,0.0,0.0,0.0,-1.60373263791
1573333114463007097,0,1573333114463007097,odom,vehicle,1.44102554667,-0.122478134222,0.0,-0.0,-0.0,-0.173024312956,0.984917553466,0.933481400876,0.0,0.0,0.0,0.0,-0.962240932247
1573333114497007097,0,1573333114497007097,odom,vehicle,1.47046165959,-0.134067091079,0.0,-0.0,-0.0,-0.199808916164,0.979834882529,0.930565822448,0.0,0.0,0.0,0.0,-1.60373488708
1573333114532007097,0,1573333114532007097,odom,vehicle,1.49881989678,-0.147080694554,0.0,-0.0,-0.0,-0.227069788585,0.973878488884,0.891595550589,0.0,0.0,0.0,0.0,-1.59457356116
1573333114566007097,0,1573333114566007097,odom,vehicle,1.52660774041,-0.161539957409,0.0,-0.0,-0.0,-0.248104351107,0.968733312611,0.921381350075,0.0,0.0,0.0,0.0,-1.27382433457
1573333114600007097,0,1573333114600007097,odom,vehicle,1.55490385349,-0.177857944522,0.0,-0.0,-0.0,-0.269022424878,0.963133913282,0.960787658075,0.0,0.0,0.0,0.0,-1.27382433457
1573333114634007097,0,1573333114634007097,odom,vehicle,1.57980907191,-0.194079696207,0.0,-0.0,-0.0,-0.300234398065,0.953865454988,0.874335716149,0.0,0.0,0.0,0.0,-1.91531379107
1573333114668007097,0,1573333114668007097,odom,vehicle,1.60222305529,-0.210663060992,0.0,-0.0,-0.0,-0.325977905505,0.945377387673,0.820155244068,0.0,0.0,0.0,0.0,-1.59456681365
1573333114703007097,0,1573333114703007097,odom,vehicle,1.62627084538,-0.230591427679,0.0,-0.0,-0.0,-0.352228138989,0.935914172403,0.892461735259,0.0,0.0,0.0,0.0,-1.59456681365
1573333114737007097,0,1573333114737007097,odom,vehicle,1.64920238606,-0.251826622428,0.0,-0.0,-0.0,-0.377466164501,0.92602337695,0.919332562546,0.0,0.0,0.0,0.0,-1.59456681365
1573333114771007097,0,1573333114771007097,odom,vehicle,1.66923673164,-0.272505364672,0.0,-0.0,-0.0,-0.402426659232,0.915452229196,0.846932370376,0.0,0.0,0.0,0.0,-1.59456681365
1573333114805007097,0,1573333114805007097,odom,vehicle,1.68812973424,-0.294249308115,0.0,-0.0,-0.0,-0.427091495302,0.904208413277,0.847320120528,0.0,0.0,0.0,0.0,-1.59456906282
1573333114839007097,0,1573333114839007097,odom,vehicle,1.70656949089,-0.317687938104,0.0,-0.0,-0.0,-0.446570530405,0.894748434687,0.877202988143,0.0,0.0,0.0,0.0,-1.27382208541
1573333114873007097,0,1573333114873007097,odom,vehicle,1.72397323214,-0.34190547953,0.0,-0.0,-0.0,-0.465977863093,0.884796378331,0.877202988143,0.0,0.0,0.0,0.0,-1.2829856605
1573333114907007097,0,1573333114907007097,odom,vehicle,1.73857759029,-0.364488271086,0.0,-0.0,-0.0,-0.489924289265,0.871764985984,0.79109030149,0.0,0.0,0.0,0.0,-1.60373488708
1573333114941007097,0,1573333114941007097,odom,vehicle,1.75256480942,-0.388637772625,0.0,-0.0,-0.0,-0.508820229632,0.860872797757,0.820876495615,0.0,0.0,0.0,0.0,-1.28298790966
1573333114975007097,0,1573333114975007097,odom,vehicle,1.76637816921,-0.415083018357,0.0,-0.0,-0.0,-0.527473996147,0.849571176176,0.877587765785,0.0,0.0,0.0,0.0,-1.28298790966
1573333115009007097,0,1573333115009007097,odom,vehicle,1.77777868925,-0.43944216133,0.0,-0.0,-0.0,-0.545876976885,0.837865338886,0.791087726654,0.0,0.0,0.0,0.0,-1.28298790966
1573333115044007097,0,1573333115044007097,odom,vehicle,1.7878838227,-0.463773771433,0.0,-0.0,-0.0,-0.564417356102,0.825489580874,0.752824350611,0.0,0.0,0.0,0.0,-1.27382433457
1573333115078007097,0,1573333115078007097,odom,vehicle,1.79745416298,-0.489579308504,0.0,-0.0,-0.0,-0.57771749965,0.816236785864,0.809538195616,0.0,0.0,0.0,0.0,-0.953077357157
1573333115112007097,0,1573333115112007097,odom,vehicle,1.80616452421,-0.516104896274,0.0,-0.0,-0.0,-0.595256335264,0.803535870592,0.82121091398,0.0,0.0,0.0,0.0,-1.27382208541
1573333115146007097,0,1573333115146007097,odom,vehicle,1.8133331338,-0.541088574017,0.0,-0.0,-0.0,-0.608196716192,0.793786340531,0.76449964381,0.0,0.0,0.0,0.0,-0.953075107989
1573333115180007097,0,1573333115180007097,odom,vehicle,1.81976706969,-0.567202562056,0.0,-0.0,-0.0,-0.625242158968,0.780430805805,0.79109030149,0.0,0.0,0.0,0.0,-1.27382208541
1573333115215007097,0,1573333115215007097,odom,vehicle,1.82532958655,-0.59498259938,0.0,-0.0,-0.0,-0.642482662707,0.766300220619,0.809535568676,0.0,0.0,0.0,0.0,-1.27381996292
1573333115249007097,0,1573333115249007097,odom,vehicle,1.82940744866,-0.621309168806,0.0,-0.0,-0.0,-0.658924876372,0.752208752474,0.783607745012,0.0,0.0,0.0,0.0,-1.27381996292
1573333115283007097,0,1573333115283007097,odom,vehicle,1.83216839332,-0.646224200059,0.0,-0.0,-0.0,-0.675058221739,0.737764459202,0.737334802887,0.0,0.0,0.0,0.0,-1.27381996292
1573333115317007097,0,1573333115317007097,odom,vehicle,1.83377049753,-0.672198837513,0.0,-0.0,-0.0,-0.69480676916,0.719196463791,0.765507289758,0.0,0.0,0.0,0.0,-1.59456694033
1573333115351007097,0,1573333115351007097,odom,vehicle,1.83410575698,-0.698309866033,0.0,-0.0,-0.0,-0.710216768147,0.703983055366,0.768096567459,0.0,0.0,0.0,0.0,-1.27381996292
1573333115385007097,0,1573333115385007097,odom,vehicle,1.83333444055,-0.72348647774,0.0,-0.0,-0.0,-0.725401075609,0.688326433827,0.740891292416,0.0,0.0,0.0,0.0,-1.28298341133
1573333115419007097,0,1573333115419007097,odom,vehicle,1.83153933555,-0.749538667848,0.0,-0.0,-0.0,-0.736563153551,0.676368775765,0.768093769959,0.0,0.0,0.0,0.0,-0.962236433913
1573333115453007097,0,1573333115453007097,odom,vehicle,1.82889191462,-0.77552904804,0.0,-0.0,-0.0,-0.747528169112,0.664230108008,0.768414534195,0.0,0.0,0.0,0.0,-0.96223868308
1573333115487007097,0,1573333115487007097,odom,vehicle,1.82553411824,-0.801459688544,0.0,-0.0,-0.0,-0.754727276484,0.656038671216,0.769045182647,0.0,0.0,0.0,0.0,-0.641491705664
1573333115521007097,0,1573333115521007097,odom,vehicle,1.82149131731,-0.826275903228,0.0,-0.0,-0.0,-0.768855300527,0.639422807578,0.739571081882,0.0,0.0,0.0,0.0,-1.2829856605
1573333115556007097,0,1573333115556007097,odom,vehicle,1.81635316283,-0.852333311806,0.0,-0.0,-0.0,-0.776086134881,0.630626919221,0.758847783785,0.0,0.0,0.0,0.0,-0.65065965241
1573333115590007097,0,1573333115590007097,odom,vehicle,1.81051136662,-0.877504969074,0.0,-0.0,-0.0,-0.789750489845,0.613428205897,0.760081874677,0.0,0.0,0.0,0.0,-1.29215360724
1573333115624007097,0,1573333115624007097,odom,vehicle,1.80411278839,-0.900941512627,0.0,-0.0,-0.0,-0.7997724222,0.600303317239,0.714572617402,0.0,0.0,0.0,0.0,-0.971406629826
1573333115658007097,0,1573333115658007097,odom,vehicle,1.79650728975,-0.925099308828,0.0,-0.0,-0.0,-0.812765078548,0.582591561123,0.744959959975,0.0,0.0,0.0,0.0,-1.29215135807
1573333115692007097,0,1573333115692007097,odom,vehicle,1.78730608734,-0.950825392781,0.0,-0.0,-0.0,-0.822274641768,0.569090865771,0.803627642864,0.0,0.0,0.0,0.0,-0.971404380659
1573333115727007097,0,1573333115727007097,odom,vehicle,1.77644461237,-0.97740728984,0.0,-0.0,-0.0,-0.837832928599,0.545926720133,0.820541834583,0.0,0.0,0.0,0.0,-1.59456694033
1573333115761007097,0,1573333115761007097,odom,vehicle,1.76516709758,-1.00186754204,0.0,-0.0,-0.0,-0.846567788993,0.532280920792,0.792238071211,0.0,0.0,0.0,0.0,-0.953072985501
1573333115795007097,0,1573333115795007097,odom,vehicle,1.75377924253,-1.0245997199,0.0,-0.0,-0.0,-0.855080420581,0.518495394714,0.747831217122,0.0,0.0,0.0,0.0,-0.953072985501
1573333115829007097,0,1573333115829007097,odom,vehicle,1.74163378036,-1.04700097402,0.0,-0.0,-0.0,-0.863368646074,0.504573662587,0.749497647653,0.0,0.0,0.0,0.0,-0.953072985501
1573333115863007097,0,1573333115863007097,odom,vehicle,1.72889353722,-1.06905901611,0.0,-0.0,-0.0,-0.86874258313,0.495263893552,0.749220510379,0.0,0.0,0.0,0.0,-0.632326008085
1573333115897007097,0,1573333115897007097,odom,vehicle,1.71518384265,-1.09165142852,0.0,-0.0,-0.0,-0.874091836252,0.485760704254,0.777274428169,0.0,0.0,0.0,0.0,-0.641491705664
1573333115931007097,0,1573333115931007097,odom,vehicle,1.70049221057,-1.11471250582,0.0,-0.0,-0.0,-0.879337174317,0.476199678563,0.804227592702,0.0,0.0,0.0,0.0,-0.641491705664
1573333115965007097,0,1573333115965007097,odom,vehicle,1.6861840694,-1.13562884005,0.0,-0.0,-0.0,-0.889513456437,0.456908974324,0.745413202251,0.0,0.0,0.0,0.0,-1.2829856605
1573333115999007097,0,1573333115999007097,odom,vehicle,1.67094867665,-1.15593966225,0.0,-0.0,-0.0,-0.899266624414,0.43740088959,0.74682254261,0.0,0.0,0.0,0.0,-1.28298790966
1573333116033007097,0,1573333116033007097,odom,vehicle,1.65429015907,-1.17623932213,0.0,-0.0,-0.0,-0.908592084443,0.417684598815,0.772407672075,0.0,0.0,0.0,0.0,-1.28298790966
1573333116068007097,0,1573333116068007097,odom,vehicle,1.63537190767,-1.19755658233,0.0,-0.0,-0.0,-0.91549638704,0.40232619268,0.814365753715,0.0,0.0,0.0,0.0,-0.962240932247
1573333116102007097,0,1573333116102007097,odom,vehicle,1.61675461827,-1.21675825808,0.0,-0.0,-0.0,-0.926123642382,0.377220093606,0.786718475419,0.0,0.0,0.0,0.0,-1.60373038874
1573333116136007097,0,1573333116136007097,odom,vehicle,1.59914894849,-1.23339893416,0.0,-0.0,-0.0,-0.932170021301,0.362020788613,0.712546255066,0.0,0.0,0.0,0.0,-0.962236433913
1573333116170007097,0,1573333116170007097,odom,vehicle,1.57956992074,-1.25072797716,0.0,-0.0,-0.0,-0.93796697243,0.346724614977,0.769047775695,0.0,0.0,0.0,0.0,-0.962236433913
1573333116204007097,0,1573333116204007097,odom,vehicle,1.55873881781,-1.26798361443,0.0,-0.0,-0.0,-0.943512982642,0.331335557383,0.795614232379,0.0,0.0,0.0,0.0,-0.962236433913
1573333116239007097,0,1573333116239007097,odom,vehicle,1.53695999906,-1.28464833084,0.0,-0.0,-0.0,-0.95066400381,0.310222423206,0.783587175949,0.0,0.0,0.0,0.0,-1.27381983624
1573333116273007097,0,1573333116273007097,odom,vehicle,1.51436762245,-1.30059550746,0.0,-0.0,-0.0,-0.955565337252,0.294779385716,0.813376342585,0.0,0.0,0.0,0.0,-0.953075107989
1573333116307007097,0,1573333116307007097,odom,vehicle,1.49178401358,-1.31546421127,0.0,-0.0,-0.0,-0.960215793054,0.279259074643,0.795296056751,0.0,0.0,0.0,0.0,-0.953075107989
1573333116341007097,0,1573333116341007097,odom,vehicle,1.46779884344,-1.3299851362,0.0,-0.0,-0.0,-0.966037523627,0.258401824575,0.824721955928,0.0,0.0,0.0,0.0,-1.27382208541
1573333116375007097,0,1573333116375007097,odom,vehicle,1.44403494196,-1.34300075513,0.0,-0.0,-0.0,-0.971406298424,0.237423257879,0.796965089775,0.0,0.0,0.0,0.0,-1.27382208541
1573333116409007097,0,1573333116409007097,odom,vehicle,1.42150487289,-1.35409637921,0.0,-0.0,-0.0,-0.976353213316,0.216181411893,0.738709644032,0.0,0.0,0.0,0.0,-1.2829856605
1573333116443007097,0,1573333116443007097,odom,vehicle,1.39510647679,-1.36569547418,0.0,-0.0,-0.0,-0.980835696161,0.194836693504,0.848135594691,0.0,0.0,0.0,0.0,-1.28298790966
1573333116477007097,0,1573333116477007097,odom,vehicle,1.36902845251,-1.37565802146,0.0,-0.0,-0.0,-0.985782477825,0.168026505093,0.821163385522,0.0,0.0,0.0,0.0,-1.60373263791
1573333116511007097,0,1573333116511007097,odom,vehicle,1.3452259897,-1.38358017483,0.0,-0.0,-0.0,-0.988399048765,0.151879295499,0.737864243742,0.0,0.0,0.0,0.0,-0.96223868308
1573333116545007097,0,1573333116545007097,odom,vehicle,1.32129080745,-1.39068575802,0.0,-0.0,-0.0,-0.990751145052,0.135691446222,0.734376371554,0.0,0.0,0.0,0.0,-0.96223868308
1573333116580007097,0,1573333116580007097,odom,vehicle,1.29390707084,-1.39768063296,0.0,-0.0,-0.0,-0.993511328912,0.113733193589,0.807578298973,0.0,0.0,0.0,0.0,-1.26465426534
1573333116621376066,0,1573333116621376066,odom,vehicle,1.2638459387,-1.40403878276,0.0,-0.0,-0.0,-0.995542386023,0.0943152036034,0.742782140262,0.0,0.0,0.0,0.0,-0.943907287922
1573333116655376066,0,1573333116655376066,odom,vehicle,1.23953235319,-1.40828411614,0.0,-0.0,-0.0,-0.996927575627,0.0783288513502,0.725957459981,0.0,0.0,0.0,0.0,-0.94390953709
1573333116689376066,0,1573333116689376066,odom,vehicle,1.21096312389,-1.41217385004,0.0,-0.0,-0.0,-0.998381065964,0.0568792328114,0.848085186503,0.0,0.0,0.0,0.0,-1.26465426534
1573333116723376066,0,1573333116723376066,odom,vehicle,1.18314096744,-1.41459680661,0.0,-0.0,-0.0,-0.999551286998,0.0299537086424,0.821497314892,0.0,0.0,0.0,0.0,-1.58540124275
1573333116758376066,0,1573333116758376066,odom,vehicle,1.15584887863,-1.41577320006,0.0,-0.0,-0.0,-0.999913947529,0.0131185950954,0.78053298955,0.0,0.0,0.0,0.0,-0.96223868308
1573333116792376066,0,1573333116792376066,odom,vehicle,1.12931318358,-1.41589068066,0.0,-0.0,-0.0,-0.999962227123,-0.00869162399761,0.78053298955,0.0,0.0,0.0,0.0,-1.2829856605
1573333116826376066,0,1573333116826376066,odom,vehicle,1.10137704488,-1.41479518583,0.0,-0.0,-0.0,-0.999534836697,-0.0304977085895,0.822349781166,0.0,0.0,0.0,0.0,-1.2829856605
1573333116860376066,0,1573333116860376066,odom,vehicle,1.07347351882,-1.41247903735,0.0,-0.0,-0.0,-0.998631971559,-0.0522894385222,0.823575805432,0.0,0.0,0.0,0.0,-1.2829856605
1573333116894376066,0,1573333116894376066,odom,vehicle,1.04656704808,-1.40905881077,0.0,-0.0,-0.0,-0.997254073852,-0.0740561421246,0.797799876715,0.0,0.0,0.0,0.0,-1.2829856605
1573333116928376066,0,1573333116928376066,odom,vehicle,1.01989628505,-1.40447898044,0.0,-0.0,-0.0,-0.995401794361,-0.0957876181097,0.795980402295,0.0,0.0,0.0,0.0,-1.2829856605
1573333116962376066,0,1573333116962376066,odom,vehicle,0.992545231409,-1.39854399586,0.0,-0.0,-0.0,-0.993076000718,-0.117473642989,0.823225312858,0.0,0.0,0.0,0.0,-1.28298341133
1573333116996376066,0,1573333116996376066,odom,vehicle,0.965395637727,-1.39140000453,0.0,-0.0,-0.0,-0.990277829058,-0.139103635023,0.825766787023,0.0,0.0,0.0,0.0,-1.28298341133
1573333117030376066,0,1573333117030376066,odom,vehicle,0.939460345157,-1.38335103947,0.0,-0.0,-0.0,-0.987008589638,-0.1606674951,0.798758584023,0.0,0.0,0.0,0.0,-1.2829856605
1573333117064376066,0,1573333117064376066,odom,vehicle,0.913920042558,-1.37434257871,0.0,-0.0,-0.0,-0.984248433322,-0.176790897685,0.796574639439,0.0,0.0,0.0,0.0,-0.96223868308
1573333117099376066,0,1573333117099376066,odom,vehicle,0.888376533745,-1.36420699914,0.0,-0.0,-0.0,-0.980063236121,-0.198685815305,0.785237521098,0.0,0.0,0.0,0.0,-1.27382208541
1573333117133376066,0,1573333117133376066,odom,vehicle,0.863971177235,-1.35325876675,0.0,-0.0,-0.0,-0.975531228314,-0.219860916454,0.786780047169,0.0,0.0,0.0,0.0,-1.27382208541
1573333117167376066,0,1573333117167376066,odom,vehicle,0.83974498612,-1.34110472827,0.0,-0.0,-0.0,-0.970541807084,-0.240932772164,0.797241834684,0.0,0.0,0.0,0.0,-1.27382208541
1573333117201376066,0,1573333117201376066,odom,vehicle,0.816084695998,-1.32809117827,0.0,-0.0,-0.0,-0.966510940689,-0.256625410918,0.794242395643,0.0,0.0,0.0,0.0,-0.953075107989
1573333117235376066,0,1573333117235376066,odom,vehicle,0.792944038434,-1.31419754037,0.0,-0.0,-0.0,-0.960727532688,-0.277493437645,0.793916265458,0.0,0.0,0.0,0.0,-1.27381983624
1573333117270376066,0,1573333117270376066,odom,vehicle,0.770953849065,-1.29947029755,0.0,-0.0,-0.0,-0.952659883441,-0.304038067488,0.756277658464,0.0,0.0,0.0,0.0,-1.58540323856
1573333117304376066,0,1573333117304376066,odom,vehicle,0.748758389656,-1.28296699992,0.0,-0.0,-0.0,-0.94590362236,-0.324447741874,0.813546639073,0.0,0.0,0.0,0.0,-1.26465851031
1573333117338376066,0,1573333117338376066,odom,vehicle,0.726901383571,-1.26540379251,0.0,-0.0,-0.0,-0.940575831445,-0.339583723553,0.824718761356,0.0,0.0,0.0,0.0,-0.943911532899
1573333117372376066,0,1573333117372376066,odom,vehicle,0.70801371691,-1.24884135436,0.0,-0.0,-0.0,-0.931082939747,-0.364807564769,0.738940433431,0.0,0.0,0.0,0.0,-1.58540548773
1573333117406376066,0,1573333117406376066,odom,vehicle,0.69058819251,-1.23200001994,0.0,-0.0,-0.0,-0.923025249716,-0.384739377224,0.712811862493,0.0,0.0,0.0,0.0,-1.26466075948
1573333117440376066,0,1573333117440376066,odom,vehicle,0.671631167892,-1.21245157779,0.0,-0.0,-0.0,-0.918774721199,-0.394782233245,0.800920352424,0.0,0.0,0.0,0.0,-0.641493954831
